acc_x_rms,acc_x_var,acc_x_mean_abs,acc_x_dom_freq,acc_x_fft_energy,acc_x_lowfreq_energy,acc_x_fft_var,acc_y_rms,acc_y_var,acc_y_mean_abs,acc_y_dom_freq,acc_y_fft_energy,acc_y_lowfreq_energy,acc_y_fft_var,acc_z_rms,acc_z_var,acc_z_mean_abs,acc_z_dom_freq,acc_z_fft_energy,acc_z_lowfreq_energy,acc_z_fft_var,acc_smv_rms,acc_smv_var,acc_smv_mean_abs,gyro_x_rms,gyro_x_var,gyro_x_mean_abs,gyro_x_dom_freq,gyro_x_fft_energy,gyro_x_lowfreq_energy,gyro_x_fft_var,gyro_y_rms,gyro_y_var,gyro_y_mean_abs,gyro_y_dom_freq,gyro_y_fft_energy,gyro_y_lowfreq_energy,gyro_y_fft_var,gyro_z_rms,gyro_z_var,gyro_z_mean_abs,gyro_z_dom_freq,gyro_z_fft_energy,gyro_z_lowfreq_energy,gyro_z_fft_var,gyro_smv_rms,gyro_smv_var,gyro_smv_mean_abs,activity
-0.6760400621431661,-0.5014647712274332,-0.6746708982960774,-0.488217384747605,-0.5064282616998509,-0.4851209398368478,-0.48626602226442006,-0.6066323440603991,-0.48911416230382115,-0.5929151608199857,-0.8865878850791812,-0.485727672487657,-0.4826713330605835,-0.4778448149058602,-0.5914734326144826,-0.47888088136061546,-0.5961053948393159,-0.8939840030012803,-0.47895753245648437,-0.4741439225396145,-0.4685699156143163,-0.6049905098315508,-0.4942917574486338,-0.6071805844251684,-0.6734691573658437,-0.5111533921632146,-0.6786599823908515,0.6499643808815521,-0.5341547749408441,-0.5243806521629713,-0.5216298276500941,-0.8300908488609969,-0.6257384418382365,-0.8178370784848836,-0.43632342443560723,-0.6510187702303785,-0.6269833927427896,-0.6378997945156951,-0.8798815200436574,-0.7218325724576767,-0.8745767722197777,3.1251217942581033,-0.6774442230860154,-0.6540816918043462,-0.6456270994634061,-0.7455902477510826,-0.5389697781523222,-0.7495595872773234,Still
-0.6343630595371209,-0.5007500170772949,-0.6311924624859494,-0.3972452012542625,-0.505711011181788,-0.4846367625084492,-0.48581891123948706,-0.5789412557525947,-0.48901493688980563,-0.5631200241224702,-0.8865878850791812,-0.48523001788385123,-0.48221045002065765,-0.47737107508655446,-0.5883452136421432,-0.4788070873864759,-0.5986293490842652,-0.8939840030012803,-0.4789641603730983,-0.4741884703595812,-0.4686429773775317,-0.5920722652400108,-0.4941997820186911,-0.5935254440198279,-0.6503428695282085,-0.5109474856015686,-0.65974383182149,-0.25346101339396404,-0.5339479696981222,-0.5243105965232104,-0.5215487504981502,-0.7211167421039311,-0.6214759054825671,-0.7232200843887598,-0.7407351159023101,-0.6460485438938749,-0.6206486905672127,-0.6329076346580242,-0.8122409017631262,-0.7196412643500418,-0.8156947782740378,-0.42457111236023265,-0.6757733680087402,-0.6526622958086413,-0.6446278159474156,-0.6916543023294764,-0.5372428693357,-0.7020908333316955,Standing
1.952553656971209,1.8848471675970482,1.8692281285768146,-0.12432865077423481,1.8835829996696236,1.8469636492082289,1.8170181337142817,1.996740031428799,2.0380035518362423,1.7451409436685104,1.1995012562835976,1.830646642668114,1.8458708212169213,1.7895474310021315,1.7189167450970448,1.3655056297214103,1.5216394182235735,1.0565265490015132,1.4611341878757618,1.4852741989780536,1.3697272537924772,1.8152931954981941,2.0797438503184225,1.6619894727612152,1.820222256328983,1.7293592767967834,1.636872246050958,-0.40403191243988346,1.6970204689122297,1.7126888190700655,1.6455526907546327,1.7618327103505842,1.9578081111537537,1.7066557907534954,-0.512426347302283,1.8482952473089718,1.2624560402691334,1.2704042561280824,1.7214648401595267,2.344346988671254,1.4384700407223727,-0.006960182169840129,1.6666238771989992,1.5176459294428828,1.4500115586761595,1.804380908198975,2.2431333522436336,1.6996598458223264,Jumping
-0.6305984550439427,-0.5007421152193566,-0.6183024005683554,-0.3972452012542625,-0.5054727600327287,-0.48420322585969366,-0.48544980922903663,-0.5770075101455213,-0.4890607451047012,-0.5584724467067249,-0.8865878850791812,-0.48511232012460787,-0.4820634180176062,-0.477201119080127,-0.5680982875875179,-0.47864571514829457,-0.5714272654599679,-0.8939840030012803,-0.4783855107058374,-0.47360097658937184,-0.4680284274153925,-0.5793850865911817,-0.4941165600723799,-0.5781922935814864,-0.6292702572677892,-0.5107605263063051,-0.6302802339007151,-0.7051737105317222,-0.5330907669862681,-0.5233332676252946,-0.5205979591422416,-0.7424660814185454,-0.6241969382372534,-0.7289552807566395,-0.7407351159023101,-0.6466316938490304,-0.6205650890377276,-0.6322578302733063,-0.8182154746902023,-0.720977950492038,-0.8068735835144789,-0.5637747557570302,-0.6753068461745501,-0.6516749537408266,-0.6432274647262692,-0.6891858228790387,-0.5380392572051947,-0.6912870880287171,Standing
-0.6779118471357642,-0.5014663151414399,-0.6765858162756239,-0.488217384747605,-0.5064348179565413,-0.4851277675457225,-0.4862730269136361,-0.6072894226188571,-0.4891151525479417,-0.5935662494719358,-0.8865878850791812,-0.485728356421406,-0.48267199870852134,-0.47784521664025964,-0.5925958645188916,-0.4788808765034325,-0.5977791481998983,-0.8939840030012803,-0.4789769013331922,-0.47416444271683444,-0.4685942295829597,-0.6059647851989566,-0.49429175798969865,-0.6084052390883601,-0.6736125353125425,-0.5111534719525803,-0.6788317282673675,0.2735371332667536,-0.5341548563770033,-0.5243806695048258,-0.5216298516187955,-0.8302292317028599,-0.6257386031685596,-0.8180659347482686,0.32470580423115,-0.6510189512423534,-0.6269835699521739,-0.637899880299743,-0.8800722749963107,-0.7218328709365239,-0.8747296489061521,0.4106507480205523,-0.677444464139827,-0.654081819640699,-0.6456271471879067,-0.7457293128516931,-0.5389698032210315,-0.7497249094625972,Still
1.2543409110566819,0.7890250300262874,1.0906522112627943,-0.033356467280892275,0.7820311773906856,0.5935479699466748,0.5205412305496258,1.193436977719915,0.6893603571750644,0.7191398044548728,1.1995012562835976,0.6487129549364777,0.622663149422529,0.5053465138737234,0.8620999205737063,0.286083730147933,0.7142375479410508,1.5441541870022113,0.2659178573986526,0.19090406331458504,0.058611818180926305,0.9879628606843308,0.7817960169847858,0.8003934839417933,1.2714713778086342,0.8520857807205785,1.0591453531027353,-0.3287464629169238,0.8234114624570681,0.7398928194259973,0.6088402063497393,1.3812458946762645,1.2676887957119747,1.2742093117963862,0.8574262642978803,1.1571202409458299,0.5830502751792346,0.8264518671665702,1.571289265552774,1.9770443415455787,1.3677804962665558,-0.2157656472650364,1.4221165843438195,1.0546508147835822,1.0583556370373133,1.3142980618974538,1.404834975133361,1.1964150702894283,Jumping
-0.1940739438945729,-0.42350079504806887,-0.17164787196049744,0.9673375511458758,-0.4216081247454748,-0.4497854383007851,-0.40532984606184835,-0.2614348057903442,-0.4448178698667034,-0.2601675150774058,1.1995012562835976,-0.44405812963052205,-0.4452195289270152,-0.43832571201995624,-0.3505811174933157,-0.4556239950720405,-0.3139053151085079,1.0565265490015132,-0.45700965467979543,-0.4585199280378346,-0.44814863352670237,-0.3124516014571733,-0.4758438341223682,-0.28079335515197373,-0.3056226078154073,-0.4623701880095743,-0.3253633581308799,0.198251683743794,-0.4852526225320274,-0.4879497684163594,-0.4751749625950553,-0.14201742870776238,-0.4396173712165842,-0.15987316445299404,0.47691164996450147,-0.47737272777262413,-0.4898798121052265,-0.45388489795062587,0.30236519311905696,-0.08547840480885155,0.32132031394094224,-0.42457111236023265,-0.19387301337916146,-0.2153682998424936,-0.13121378098922915,-0.2029402146129338,-0.45733153920350295,-0.18731085904811898,Walking
2.031354220320241,2.027718458217661,2.0565774225610345,-0.12432865077423481,2.030947505982117,2.103988273838819,1.95822960548824,2.015991131450702,1.8872208538591213,2.1619488243578164,1.1995012562835976,2.0262786493792437,1.9932605129168481,2.025240250312135,2.336102341487643,2.585790067429334,2.4192404138321004,1.0565265490015132,2.524457541991899,2.532307393730197,2.5944259586723053,2.231758631387636,2.2160429538694935,2.2871626013670947,2.023380484673016,2.1092353631050758,2.017353771862828,-0.40403191243988346,2.0751677311797745,2.0472089743336332,2.0719736791586514,1.742848258354226,1.9672850939893893,1.67746543462922,-0.512426347302283,1.7678323464089039,1.856534189946165,1.8340770554782886,1.195897890151486,1.2224255194241531,1.2419007222465726,-0.07656200386823891,0.8224405315612237,0.8603834807562063,0.7514138870053962,1.920903101237837,1.9688627933978888,1.913548255059328,Jumping
-0.17964871422127437,-0.4179802785903121,-0.16797446090230683,1.0583097346392183,-0.4173228936851226,-0.44259142119008754,-0.39996898917394585,-0.2641153723954126,-0.44634860988829833,-0.2655878731547388,1.1995012562835976,-0.4439718852989637,-0.4455165158677389,-0.4397135091550197,-0.3296596463678476,-0.451660192160486,-0.3206275156809688,1.0565265490015132,-0.4532037357962929,-0.4568500491220534,-0.4467610196885462,-0.2999326828832175,-0.46851377983081416,-0.2799960931208161,-0.319184628127302,-0.4657659319318958,-0.3386777592558526,0.2735371332667536,-0.4889106101951305,-0.49013298988488013,-0.4831285301988116,-0.09754084679256059,-0.4158121783552601,-0.09648626933505644,0.5530145728311772,-0.4533569118628563,-0.4477293030787321,-0.41415484386391704,0.42349636819655834,0.05127365316905997,0.4321433013826264,-0.42457111236023265,-0.08980859632727779,-0.10586843093669071,-0.015516300391471855,-0.1790812063401524,-0.4429654280481162,-0.168593354235183,Walking
-0.12819007622923512,-0.40701717408128757,-0.10238893166941015,1.0583097346392183,-0.3909851074419372,-0.40973873057902926,-0.376084812708548,-0.251149840859838,-0.4431791262582898,-0.24685768131595476,1.1995012562835976,-0.4406771746559266,-0.4431603076382904,-0.43740310987235576,-0.31553491849960513,-0.4489194804304272,-0.30194139695592065,1.0565265490015132,-0.45035788479224387,-0.45332402799524063,-0.4434020110075219,-0.2822873785865152,-0.4675542116922895,-0.2565635231395929,-0.2922317690149062,-0.4586890642094641,-0.2920288295359718,0.2735371332667536,-0.48170881467271165,-0.48198171915664445,-0.4759732319474843,-0.02899692080381711,-0.3735773215533223,-0.013723118901883935,0.24860288136447428,-0.41585859822858307,-0.396947470278493,-0.38133117752475526,0.3851993516214328,0.0012880445084532187,0.3701584849629725,-0.42457111236023265,-0.11977306792940867,-0.1507091258763747,-0.06617008270421258,-0.15568577545875215,-0.43710759175427105,-0.14277608577494913,Walking
