time,seconds_elapsed,z,y,x
1761237200936591000,0.109591064453125,0.8521569967269897,-0.7577783465385437,-0.8055785298347473
1761237200954776000,0.127776123046875,1.2217304706573486,-1.04289972782135,-1.378722906112671
1761237200972810500,0.145810546875,1.4358386993408203,-1.080162525177002,-1.931708574295044
1761237200990848000,0.163847900390625,1.4537066221237185,-1.956448674201965,-2.08442497253418
1761237201008885800,0.1818857421875,1.5781704187393188,-2.618168354034424,-1.6759088039398191
1761237201026923500,0.199923583984375,1.224173903465271,-0.8629998564720154,-0.6675229668617249
1761237201044961000,0.2179609375,0.1102611795067787,0.7147123217582703,0.5221370458602905
1761237201062999300,0.235999267578125,-0.6325509548187256,0.9059131741523744,1.7922786474227903
1761237201081036500,0.25403662109375,-0.5320636034011841,0.4124867618083954,2.872593879699707
1761237201099074300,0.27207421875,-0.4983133375644684,-0.3361285924911499,3.0109548568725586
1761237201117111800,0.29011181640625,-1.0641272068023682,-2.7545440196990967,1.2173017263412476
1761237201135149800,0.30814990234375,-0.7809911966323853,-2.7644705772399902,0.8535314798355103
1761237201153187600,0.3261875,-0.2782491147518158,-2.253481864929199,2.0555615425109863
1761237201171225600,0.3442255859375,0.1175915598869323,-0.9207266569137572,2.869539499282837
1761237201189263400,0.362263427734375,0.2935207486152649,0.4860960245132446,3.186731338500977
1761237201207301000,0.380301025390625,0.0591012127697467,0.8463537693023682,3.512017011642456
1761237201225338600,0.398338623046875,-0.2741257846355438,0.3069597780704498,3.556304693222046
1761237201243365400,0.416365478515625,-0.7464773058891296,-0.156686931848526,2.9104673862457275
1761237201261414400,0.434414306640625,-0.660192608833313,-0.2241875380277633,1.9283488988876345
1761237201279452000,0.452451904296875,-0.2735149264335632,0.0784961804747581,1.1838568449020386
1761237201297489700,0.47048974609375,-0.1395827084779739,0.0355829000473022,0.4731151461601257
1761237201315527200,0.488527099609375,-0.1123992055654525,0.0838412567973136,-0.242513507604599
1761237201333565000,0.50656494140625,-0.4821254014968872,0.062460970133543,-0.8947648406028748
1761237201351602200,0.524602294921875,-0.7756461501121521,-0.1976149082183838,-1.4141530990600586
1761237201369641700,0.542641845703125,-0.6989825367927551,0.178525373339653,-1.6097826957702637
1761237201387678500,0.560678466796875,-0.3949243724346161,0.5633704662322998,-1.3979650735855105
1761237201405716500,0.578716552734375,-0.133474051952362,0.3921754956245422,-0.9387471675872804
1761237201423754000,0.59675390625,-0.085062988102436,-0.0794124826788902,-0.3258966207504272
1761237201441793000,0.61479296875,-0.0473420582711696,-0.5734497308731079,0.2310597747564315
1761237201459830500,0.63283056640625,-0.098502017557621,-0.8973610401153564,0.4686863720417022
1761237201477868300,0.650868408203125,-0.1166752651333808,-0.8726209998130798,0.2202169150114059
1761237201495905500,0.668905517578125,-0.1328631937503814,-0.6846272349357605,-0.4625777006149292
1761237201513940000,0.68693994140625,-0.1316414624452591,-0.5710062980651855,-1.444390892982483
1761237201531981600,0.704981689453125,-0.0154243474826216,-0.4576907753944397,-2.162921190261841
1761237201550019600,0.72301953125,0.1983784884214401,-0.3486513495445251,-2.465146780014038
1761237201568057000,0.74105712890625,0.4410447180271148,-0.3984368443489074,-2.4408648014068604
1761237201586094800,0.7590947265625,0.7086036801338196,-0.266642689704895,-1.8333593606948853
1761237201604132900,0.7771328125,0.717613935470581,-0.4747950136661529,-1.3431400060653689
1761237201622170400,0.79517041015625,0.6075055003166199,-0.8468119502067566,-1.2153164148330688
1761237201640208100,0.8132080078125,0.6050620079040527,-1.10444438457489,-1.2334896326065063
1761237201658246100,0.83124609375,0.6046038866043091,-1.2864822149276731,-1.1669052839279177
1761237201676283600,0.84928369140625,0.4448626041412353,-1.2454015016555786,-0.7831292152404785
1761237201694321200,0.867321044921875,0.270766019821167,-0.9721920490264891,-0.1872301995754242
1761237201712358700,0.885358642578125,0.1415680199861526,-0.6152940392494202,0.3701843321323395
1761237201730397000,0.90339697265625,-0.048105638474226,-0.4398229718208313,0.6575964093208313
1761237201748423400,0.92142333984375,-0.2035708427429199,-0.4106541574001312,0.7163922190666199
1761237201766472700,0.93947265625,-0.2794708609580993,-0.5141957998275757,0.6737843751907349
1761237201784510200,0.95751025390625,-0.4314235746860504,-0.1927279829978943,0.531758189201355
1761237201802548000,0.9755478515625,-0.6055201888084412,0.4642575979232788,0.4581489264965057
1761237201820585500,0.99358544921875,-0.6685920357704163,1.108262300491333,0.3723223805427551
1761237201838622000,1.0116220703125,-0.3911064863204956,1.6242907047271729,-0.0296269636601209
1761237201856662800,1.029662841796875,0.0303905457258224,1.6768250465393066,-0.5911648273468018
1761237201874699000,1.047698974609375,0.4108068645000458,1.292285442352295,0.034972034394741
1761237201892736300,1.065736328125,0.4838052690029144,1.078940749168396,1.5664112567901611
1761237201910767600,1.083767578125,0.4599815309047699,1.182482361793518,1.8194621801376345
1761237201928812000,1.10181201171875,-0.0597120784223079,1.1757628917694092,0.0536034256219863
1761237201946837000,1.1198369140625,-0.5230533480644226,0.6592763066291809,-0.7635815739631653
1761237201964881000,1.137880859375,-0.2664899528026581,-0.0079412478953599,0.4234823286533355
1761237201982927400,1.15592724609375,0.7699956297874451,0.173791155219078,2.143373489379883
1761237202000962800,1.173962890625,1.1566733121871948,0.0413861200213432,3.4180965423583984
1761237202019000800,1.192000732421875,0.5974262356758118,-0.0410806871950626,4.608214855194092
1761237202037038600,1.21003857421875,0.2075414657592773,0.7139487266540527,4.906164169311523
1761237202055076600,1.22807666015625,0.0222965814173221,1.2214250564575195,4.132961750030518
1761237202073114000,1.246114013671875,-0.3526219725608825,0.8048149347305298,3.2314772605896
1761237202091152000,1.26415185546875,-0.5668829679489136,0.1539380401372909,2.605034828186035
1761237202109189600,1.282189697265625,-0.5229006409645081,-0.079259768128395,1.9413297176361084
1761237202127226400,1.300226318359375,-0.5484042763710022,-0.3553708493709564,1.0673342943191528
1761237202145266400,1.318266357421875,-0.4763221740722656,-0.5949827432632446,0.2790127098560333
1761237202163302700,1.336302734375,-0.2909245789051056,-1.138500094413757,-0.631481945514679
1761237202181340700,1.354340576171875,-0.2035708427429199,-1.580308437347412,-1.417970895767212
1761237202199378000,1.3723779296875,-0.1108720451593399,-1.6740761995315552,-1.82404363155365
1761237202217416400,1.39041650390625,-0.1759291887283325,-1.576948642730713,-1.7854063510894775
1761237202235454200,1.4084541015625,-0.4202753007411957,-1.1433870792388916,-1.365589261054993
