time,seconds_elapsed,z,y,x
1761235043870057200,0.13605712890625,-0.0290160998702049,-0.0083993971347808,0.0598647929728031
1761235043888063500,0.1540634765625,-0.0074830991216003,0.0103847095742821,0.0455094613134861
1761235043906102800,0.172102783203125,-0.0114537235349416,-0.0088575463742017,0.0474947728216648
1761235043924137500,0.190137451171875,-0.0105374250560998,-0.0224492978304624,0.005192354787141
1761235043942175500,0.208175537109375,-0.0093156946823,-0.0250454749912023,-0.0167987942695617
1761235043960213200,0.226213134765625,-0.0143553335219621,-0.019089538604021,-0.0024434609804302
1761235043978251000,0.2442509765625,-0.007177666760981,-0.0100792767480015,0.0099265603348612
1761235043996288500,0.26228857421875,-0.0030543261673301,-0.0022907445672899,0.0123700210824608
1761235044014326000,0.280325927734375,-0.0261144898831844,-0.0083993971347808,0.0253509078174829
1761235044032360700,0.298360595703125,-0.0259617734700441,-0.0010690141934901,0.0135917514562606
1761235044050404600,0.316404541015625,-0.0032070425804704,0.0177150927484035,0.0320704244077205
1761235044068439000,0.33443896484375,-0.0065668015740811,0.0230601634830236,0.0584903471171855
1761235044086464800,0.35246484375,-0.0113010071218013,0.051312681287527,0.0555887371301651
1761235044104503000,0.3705029296875,-0.0355829000473022,0.0876591652631759,0.0615446716547012
1761235044122540300,0.388540283203125,-0.0759000033140182,0.0870482996106147,0.0678060427308082
1761235044140578600,0.40657861328125,-0.0693332031369209,0.0601702257990837,0.0503963828086853
1761235044158627800,0.4246279296875,-0.0537561401724815,0.0855211317539215,0.0453567430377006
1761235044176665000,0.4426650390625,-0.0655152946710586,0.1354593634605407,0.0933096632361412
1761235044194702000,0.4607021484375,-0.0629191175103187,0.1748601794242859,0.1398881375789642
1761235044212741400,0.478741455078125,-0.0404698215425014,0.1873829066753387,0.1372919678688049
1761235044230778000,0.496778076171875,-0.0503963828086853,0.1679879426956176,0.1134682223200798
1761235044248815900,0.51481591796875,-0.0685696229338646,0.1470658034086227,0.1101084575057029
1761235044266853600,0.532853515625,-0.0497855171561241,0.1453859210014343,0.1032362282276153
1761235044284891400,0.550891357421875,-0.0337503030896186,0.1377501189708709,0.1029307916760444
1761235044302929200,0.56892919921875,-0.0397062413394451,0.111024759709835,0.104763388633728
1761235044320966100,0.586966064453125,-0.0607810914516449,0.0842994004487991,0.0971275717020034
1761235044339004200,0.605004150390625,-0.0670424625277519,0.0297796800732612,0.0800233483314514
1761235044357041700,0.623041748046875,-0.0384845100343227,-0.0303905457258224,0.061391957104206
1761235044375079200,0.6410791015625,-0.0166460778564214,-0.1099557429552078,0.0337503030896186
1761235044393117000,0.659116943359375,-0.0216857157647609,-0.2031126916408538,-0.0148134818300604
1761235044411154700,0.67715478515625,-0.0146607663482427,-0.25641068816185,-0.0555887371301651
